question,uid,topical_hit
What are the key findings in this chest X-ray report?,2382,True
What abnormality is present according to the report?,2382,True
Is there any cardiomegaly?,2382,True
What are the key findings in this chest X-ray report?,2383,True
What abnormality is present according to the report?,2383,True
Is there any cardiomegaly?,2383,True
What are the key findings in this chest X-ray report?,2384,True
What abnormality is present according to the report?,2384,True
What are the key findings in this chest X-ray report?,2385,True
What abnormality is present according to the report?,2385,True
Is the heart size normal?,2385,True
What are the key findings in this chest X-ray report?,2386,True
What abnormality is present according to the report?,2386,True
What are the key findings in this chest X-ray report?,2387,True
What abnormality is present according to the report?,2387,True
What are the key findings in this chest X-ray report?,2388,True
What abnormality is present according to the report?,2388,True
Is the heart size normal?,2388,True
What are the key findings in this chest X-ray report?,2389,True
What abnormality is present according to the report?,2389,True
Is the heart size normal?,2389,True
What are the key findings in this chest X-ray report?,2390,True
What abnormality is present according to the report?,2390,True
Is there any cardiomegaly?,2390,True
What are the key findings in this chest X-ray report?,2391,True
What abnormality is present according to the report?,2391,True
Is the heart size normal?,2391,True
What are the key findings in this chest X-ray report?,2392,True
What abnormality is present according to the report?,2392,True
Is the heart size normal?,2392,True
What are the key findings in this chest X-ray report?,2393,True
What abnormality is present according to the report?,2393,True
What are the key findings in this chest X-ray report?,2394,True
What abnormality is present according to the report?,2394,True
Is the heart size normal?,2394,True
What are the key findings in this chest X-ray report?,2395,True
What abnormality is present according to the report?,2395,True
Is the heart size normal?,2395,True
What are the key findings in this chest X-ray report?,2396,True
What abnormality is present according to the report?,2396,True
Is there any opacity?,2396,True
Is there any edema?,2396,True
What are the key findings in this chest X-ray report?,2397,True
What abnormality is present according to the report?,2397,True
Is the heart size normal?,2397,True
What are the key findings in this chest X-ray report?,2398,True
What abnormality is present according to the report?,2398,True
Is there any cardiomegaly?,2398,True
What are the key findings in this chest X-ray report?,2400,True
What abnormality is present according to the report?,2400,True
Is there any cardiomegaly?,2400,True
What are the key findings in this chest X-ray report?,2401,True
What abnormality is present according to the report?,2401,True
Is the heart size normal?,2401,True
What are the key findings in this chest X-ray report?,2402,True
What abnormality is present according to the report?,2402,True
Is there any atelectasis?,2402,True
What are the key findings in this chest X-ray report?,2403,True
What abnormality is present according to the report?,2403,True
Is there any atelectasis?,2403,True
