question,uid,hit
Is there any opacity?,2484,False
What are the key findings in this chest X-ray report?,2485,False
What abnormality is present according to the report?,2485,False
Is there any effusion?,2485,False
Is there any atelectasis?,2485,False
What are the key findings in this chest X-ray report?,2486,False
What abnormality is present according to the report?,2486,False
What are the key findings in this chest X-ray report?,2487,False
What abnormality is present according to the report?,2487,False
Is the heart size normal?,2487,False
What are the key findings in this chest X-ray report?,2488,False
What abnormality is present according to the report?,2488,False
What are the key findings in this chest X-ray report?,2489,False
What abnormality is present according to the report?,2489,False
Is there any atelectasis?,2489,False
What are the key findings in this chest X-ray report?,2490,False
What abnormality is present according to the report?,2490,False
What are the key findings in this chest X-ray report?,2491,False
What abnormality is present according to the report?,2491,False
Is the heart size normal?,2491,False
What are the key findings in this chest X-ray report?,2492,False
What abnormality is present according to the report?,2492,False
What are the key findings in this chest X-ray report?,2493,False
What abnormality is present according to the report?,2493,False
Is the heart size normal?,2493,False
What are the key findings in this chest X-ray report?,2494,False
What abnormality is present according to the report?,2494,False
Is there any cardiomegaly?,2494,False
What are the key findings in this chest X-ray report?,2495,False
What abnormality is present according to the report?,2495,False
What are the key findings in this chest X-ray report?,2496,False
What abnormality is present according to the report?,2496,False
Is there any cardiomegaly?,2496,False
What are the key findings in this chest X-ray report?,2497,False
What abnormality is present according to the report?,2497,False
What are the key findings in this chest X-ray report?,2498,False
What abnormality is present according to the report?,2498,False
What are the key findings in this chest X-ray report?,2499,False
What abnormality is present according to the report?,2499,False
Is there any cardiomegaly?,2499,False
Is there any effusion?,2499,False
Is there any opacity?,2499,False
What are the key findings in this chest X-ray report?,2501,False
What abnormality is present according to the report?,2501,False
What are the key findings in this chest X-ray report?,2502,False
